,WINDCODE,YOYEPS_BASIC,YOYEPS_DILUTED,YOYOCFPS,YOY_TR,YOY_OR,YOYOP,YOYOP2,YOYEBT,YOYPROFIT,YOYNETPROFIT,YOYNETPROFIT_DEDUCTED,DP_YOY,YOYROE,YOYOCF,MAINTENANCE,YOY_CASH,YOY_FIXEDASSETS,FA_RDEXP_YOY,YOY_EQUITY,YOYCF,YOYDEBT,YOY_ASSETS,ROE_AVG,ROE_BASIC,ROE_DILUTED,ROE_DEDUCTED,ROE_EXBASIC,ROE_EXDILUTED,ROE_ADD,ROA2,ROA,ROIC,ROP,ROE_YEARLY,ROA2_YEARLY,ROA_YEARLY,NETPROFITMARGIN,NETPROFITMARGIN_DEDUCTED,GROSSPROFITMARGIN,COGSTOSALES,NPTOCOSTEXPENSE,EXPENSETOSALES,OPTOEBT,PROFITTOGR,OPTOGR,EBITTOGR,GCTOGR,OPERATEEXPENSETOGR,ADMINEXPENSETOGR,FINAEXPENSETOGR,IMPAIRTOOP,EBITDATOSALES
2021-06-30,000001.SZ,21.21212121212121,21.21212121212121,-353.0303,8.1095,8.1095,26.9324,,27.0313,28.549495540283665,28.5495,28.9,28.9,19.7581,-351.8507,236.6495976591075,,10.052757793764988,,7.340984698218824,3.0650104855621874,13.563404294234074,13.040136198009774,4.7437,5.17,5.06,4.7243,5.15,5.04,5.15,,0.3826,,358.9105058365759,9.4874,,0.7652,20.7641,20.67902692489372,,,,,100.3312295779061,20.7641,26.4702,,,,27.35,,,
2021-09-30,000001.SZ,26.12612612612611,26.12612612612611,-510.1,9.116,9.116,27.3346,,27.6174,30.07857844450397,30.0786,29.9,29.9,20.014,-509.8247,,,10.496108949416342,,8.386129313684775,-103.6504609123521,11.937013402204029,11.643942919597574,7.7385,8.86,7.4925,7.7005,8.82,7.4557,8.82,,0.6251,,252.6271186440678,10.318,,0.8335,22.9067,22.79424483056844,,,,,100.11417076684698,22.9067,28.9559,,,,27.8088,,,
2021-12-31,000001.SZ,23.6,,,,10.3,24.6,,24.8,,25.6,,29.9,,,,,,,,,,,,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,000001.SZ,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-29,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-29,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-29,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-27,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,25.1214,301.01,25.12,24.9309,298.73,24.93,298.73,,1.2794,,,25.1214,,1.2794,42.1495,41.82986214106709,,,,,99.15299387844865,42.1495,55.849,,,,38.4077,,0.05142874155707821,
2005-03-31,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-30,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,002142.SZ,,,,,,,,,,,,8.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,002142.SZ,,,,,,,,,,,,8.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.52382825881587,,,,,,,,20.36542490923151,
2006-09-29,002142.SZ,,,,,,,,,,,,8.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-29,002142.SZ,,,,,,,,,,,,8.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-30,002142.SZ,,,,,,,,,,,,37.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-29,002142.SZ,,,,,,,,,,,,37.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-28,002142.SZ,,,,,,,,,,,,39.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,002142.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,002142.SZ,40.00000000000001,35.0,,65.5302,65.5302,46.0556,,46.0999,58.2872193386205,58.29,,,-2.2,403.04,,,,,,57.89058777117416,,,4.1309,,4.06,4.1293,,4.05,,,0.4271,,776.6271436700157,16.5236,,1.7084,41.9963,41.980796383688826,,,,,99.95541712352916,41.9963,46.3507,,,,40.932,,14.454651540607975,
2008-06-30,002142.SZ,52.63157894736841,53.57894736842105,-84.33,60.8211,60.8211,59.76,,58.16,90.58815517668722,90.59,92.24,92.24,-2.46,-80.89,410.9110462583761,,30.689419906377445,,143.2354324809917,-45.46613145973548,26.040647740948113,31.94845802307459,8.992,8.81,8.89,9.0284,8.85,8.93,8.81,,0.8908,,537.6306931111642,17.984,,1.7816,45.4351,45.6192383214481,,,,,100.49222773553588,45.4351,50.125,,,,37.2502,,11.818374247570492,
2008-09-26,002142.SZ,,,,,,,,,,,,92.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,002142.SZ,23.25581395348838,23.25581395348838,5.33,51.6987,51.6987,31.0612,,28.5346,40.02476551154089,40.0248,47.61,47.61,27.5778,5.1784,247.69533648500516,,24.2150478081722,,9.756364280308219,-48.233606894037514,39.961995675571565,36.75292830364849,15.8283,15.91,15.12,16.0767,16.16,15.36,15.91,,1.4899,,278.1011375670233,15.8283,,1.4899,39.1251,39.73905756250226,,,,,101.8395678962102,39.1251,45.5638,,,,40.2272,,16.543849637998402,
2009-03-31,002142.SZ,5.185185185185169,3.703703703703707,425.0,18.8244,18.8244,7.9686,,9.2061,4.821908406887822,4.8219,-18.5048,-18.5048,-4.4715,426.1622,,,24.890589509033997,,9.728363284307855,659.1878963007936,47.75194706725411,43.9196859194835,3.9456,,3.87,3.0665,,3.01,,,0.3186,,672.6788974033601,15.7824,,1.2744,37.0474,28.792342246235247,,,,,98.82276170670912,37.0474,42.1161,,,,46.8745,,12.428549064679302,
2009-06-30,002142.SZ,-3.221384509938321,-4.043865661411918,18.32,15.2001,15.2001,-0.9061,,0.4557,-3.219527741966377,-3.2195,-14.6,-14.6,-11.8445,18.3221,355.6561009842309,,18.862032793574155,,9.783778568568296,2512.691061397674,50.911044374898694,47.08922099477816,7.9279,7.78,7.84,7.024,6.89,6.94,6.89,,0.6057,,417.0638863763694,15.8558,,1.2114,38.1704,33.81820233668537,,,,,99.12996414948472,38.1704,43.117,,,,41.8118,,20.550106326243434,
2009-09-30,002142.SZ,-2.222222222222224,-2.222222222222224,-61.83,14.957,14.957,-3.7904,,-2.9185,-2.078351821271097,-2.0784,-9.4686,-9.4686,-10.295,-61.8292,,,9.696359410391182,,9.159670788301819,-95.01020986243336,45.66509494609186,42.566596028975,12.1285,,11.75,11.2521,,10.9,,,0.8907,,299.15677028160064,16.1713,,1.1876,38.5411,35.75617232709641,,,,,99.51270335358393,38.5411,42.4763,,,,40.3537,,25.416915732421863,
2009-12-31,002142.SZ,9.43396226415093,9.43396226415093,179.38,22.6721,22.6721,13.0165,,14.8949,9.439476413135626,9.4395,0.32,0.32,-1.0864,179.3757,82.93953134434383,,10.856965264607863,,10.641437528023838,-141.1683062238239,62.622095254994235,58.189829713861926,15.7163,15.79,14.96,14.6321,14.7,13.93,14.7,,1.0933,,197.63626063591082,15.7163,,1.0933,34.9047,32.49673213258465,,,,,100.17459986340633,34.9047,41.9774,,,,41.3745,,24.062997426929943,
2010-03-31,002142.SZ,42.85714285714285,42.85714285714285,-203.59,38.8335,38.8335,54.7806,,52.8212,40.739568556750555,40.7396,79.2404,79.2404,25.3119,-203.5948,,,5.637891463930883,,12.311303820846572,-237.46358090803912,56.96368314788076,53.532488522074864,4.9807,,4.86,4.9298,,4.81,,,0.288,,,19.9228,,1.152,37.556,37.17226755786264,,,,,100.0896928742387,37.556,46.9538,,,,40.9933,,9.908444291699924,
2010-06-30,002142.SZ,82.14285714285712,82.14285714285712,-25.16,45.7755,45.7755,71.1557,,88.9875,78.80479193545418,78.8048,82.3,82.3,52.873,-25.1633,32.62008371858063,,1.1744845383977827,,16.96296549066644,-124.44185024881477,64.82563099778217,61.505960472048905,12.4523,12.25,11.983,11.248,11.07,10.8241,11.07,,0.6768,,530.5217819059668,24.9046,,1.3536,46.8189,42.29104066102487,,,,,89.776682020134,46.8189,50.6239,,,,37.1883,,9.488080108119592,
2010-09-30,002142.SZ,70.45454545454545,70.45454545454545,-221.37,45.1271,45.1271,75.0282,,86.8161,70.20443899821628,70.2044,71.6057,71.6057,43.4156,-221.3688,,,3.8846296511333382,,18.679156040294814,-991.8756145526057,65.70097958869961,62.64508862588385,17.9836,17.94,16.85,16.8215,16.78,15.76,16.78,,0.9429,,347.14812348460424,23.9781,,1.2572,45.2009,42.27990803305111,,,,,93.23356425485535,45.2009,51.2278,,,,36.949,,8.996428098208975,
2010-12-31,002142.SZ,56.89655172413794,56.89655172413794,189.12,41.5857,41.5857,58.7446,,68.4848,59.31883582650747,59.3188,61.26,61.26,-2.2412,233.5923,259.8901835737275,,38.25285441280728,,62.97132729547978,4132.301295321465,61.055843652976414,61.17007931822462,18.1273,20.53,14.63,17.0829,19.35,13.78,19.35,,1.0885,,238.30438736535783,18.1273,,1.0885,39.2764,37.013334758702676,,,,,94.38342010390758,39.2764,47.0647,,,,38.1433,,13.14683188453821,
2011-03-31,002142.SZ,40.00000000000001,40.00000000000001,-483.98,27.5006,27.5006,37.4702,,60.6322,63.630705227566594,63.6307,36.3374,36.3374,0.5339,-573.8346,,,35.07373223233572,,62.761796917005405,-500.0083054730005,47.8805988848108,48.71709094568645,5.0042,5.0,4.8815,4.1269,4.13,4.0257,4.13,,0.3049,,976.8855632820097,20.0168,,1.2196,48.1983,39.74861298310503,,,,,85.65749051864749,48.1983,50.6252,,,,38.0184,,9.202442520511074,
2011-06-30,002142.SZ,11.76470588235293,11.76470588235293,-1080.0,34.8414,34.8414,32.9679,,32.478,31.08773858536639,31.0877,32.28,32.28,-18.4693,-1227.4704,1016.6429691202742,,94.61059993051431,,60.783246068925564,-1003.6068847597548,23.230432593277573,25.11668756527154,10.0865,9.97,9.7698,8.8765,8.77,8.5978,8.77,,0.6296,,501.87927605293703,20.173,,1.2592,45.5155,40.055442266202625,,,,,90.10869327805345,45.5155,49.9205,,,,35.9241,,15.15074222490081,
2011-09-30,002142.SZ,18.666666666666668,18.666666666666668,553.1,37.3529,37.3529,38.2104,,37.4515,36.14729541622867,36.1473,34.3708,34.3708,-14.9689,622.6686,,,114.92963027438168,,60.114683738406626,268.8049343719277,-3.7475256279564793,-0.7191076078511817,15.1654,15.14,14.33,14.0003,13.97,13.23,13.97,,1.0298,,358.04829182225086,20.2205,,1.3731,44.8041,41.361957698531505,,,,,93.74833076135131,44.8041,51.5477,,,,35.1194,,12.508371573434252,
2011-12-30,002142.SZ,,,,,,,,,,,,34.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,002142.SZ,,,,,,,,,,,,40.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,002142.SZ,,,,,,,,,,,,53.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,002142.SZ,,,,,,,,,,,,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,002142.SZ,24.77876106194691,24.77876106194691,298.85,29.8225,29.8225,31.2123,,26.3367,25.038404676795217,25.0384,31.38,31.38,5.8001,298.845,462.3276001219578,,75.54139698394606,,18.18361022219275,105.42556643024568,45.344710147178326,43.3934654079031,19.9267,19.97,18.39,19.7532,19.8,18.23,19.8,,1.2833,,265.8202166693693,19.9267,,1.2833,39.3367,38.99424628276836,,,,,98.95071459801912,39.3367,48.7781,,,,34.1274,,21.336896784409625,
2013-03-29,002142.SZ,,,,,,,,,,,,31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,002142.SZ,,,,,,,,,,,,22.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,002142.SZ,18.103448275862085,18.103448275862085,130.56,21.6642,21.6642,18.6227,,18.1194,18.269354471592987,18.2694,18.74,18.74,1.1727,130.5635,,,7.119752147477167,,16.898433776491498,111.41054394902969,34.61959084001124,33.5002321583245,16.7317,16.59,15.76,16.7915,16.65,15.82,16.59,,0.9549,,358.1015181083267,22.3089,,1.2732,42.5115,42.66334134266873,,,,,100.37866634635849,42.5115,53.6879,,,,31.8479,,15.040385072149832,
2013-12-31,002142.SZ,19.148936170212767,19.148936170212767,-19.57,23.3966,23.3966,20.1303,,18.7001,19.151960713220817,19.1472,20.32,20.32,3.313,-19.5742,20.360592255985026,,-0.23988456181031104,,15.32639657529787,91.91195118163178,25.846901113198772,25.510043476402966,20.3557,20.41,19.0,20.3771,20.43,19.02,20.41,,1.1523,,249.63003359130812,20.3557,,1.1523,37.9836,38.02190169336955,,,,,100.14297567546173,37.9836,47.4869,,,,34.8601,,24.423175392997166,
2014-03-31,002142.SZ,18.181818181818183,18.181818181818183,-20.62,20.1723,20.1723,18.5966,,18.0413,18.29531016523399,18.3232,18.84,18.84,1.1654,-20.6207,,,25.233453706021887,,16.96017425581028,-1306.2647353181608,26.6545062656919,26.120497691260802,5.6846,5.68,5.49,5.6885,5.69,5.5,5.68,,0.3005,,995.3212608565909,22.7384,,1.202,42.5474,42.586598498629776,,,,,100.07349789020965,42.5474,53.0405,,,,31.5663,,18.179691343286454,
2014-06-30,002142.SZ,18.888888888888893,-1.111111111111112,21.93,19.1164,19.1164,17.3526,,17.2113,18.35476631327689,18.3536,18.48,18.48,-0.0329,21.9335,657.151852588321,,39.95550050365067,,18.392582854220898,-83.48925998802105,18.06110992201268,18.08297680205811,11.2811,11.28,10.57,11.3169,11.32,10.6,11.28,,0.6222,,456.9535193406952,22.5622,,1.2444,42.3086,42.442446778933444,,,,,100.3397352660865,42.3086,52.8842,,,,31.6282,,18.152908924763935,
2014-09-30,002142.SZ,16.058394160583937,-2.9197080291970825,25.64,19.5023,19.5023,15.1277,,15.1202,16.29263938861462,16.2428,16.25,16.25,-10.9358,41.5863,,,39.77260656491365,,30.515700093626336,361.619368826556,18.193792835314788,18.890594467951903,15.7626,16.6,14.04,15.8193,16.66,14.09,16.6,,0.9121,,364.15972296211663,21.0168,,1.2161,41.3697,41.50082060482567,,,,,100.385179972112,41.3697,51.7226,,,,31.1781,,21.630264501877093,
2014-12-31,002142.SZ,12.499999999999998,12.499999999999998,-47.8,20.3368,20.3368,15.9495,,15.79,16.2331747903199,16.1003,16.35,16.35,-13.1346,-41.2029,315.4750060252504,,40.130589933062105,,33.65549583397581,-267.5243455044849,17.56869818771779,19.88900257734715,18.8848,19.45,16.51,18.9445,19.51,16.56,19.45,,1.1027,,277.6058886476973,18.8848,,1.1027,36.6883,36.76069480847185,,,,,100.28093768249889,36.6883,45.7556,,,,32.0685,,35.88020169707099,
2015-03-31,002142.SZ,3.8461538461538494,-13.461538461538463,-98.09,24.6994,24.6994,16.207,,16.1999,17.199716606361175,16.6098,16.62,16.62,-11.1058,-97.8526,,,14.64949678335763,,31.178249234603033,95.08426698543386,13.510193949055669,14.430866967399018,5.0077,5.01,4.88,5.0114,5.01,4.89,5.01,,0.3028,,978.3228697270987,20.0308,,1.2112,39.9885,39.826064908837324,,,,,100.0795815757152,39.9885,49.4283,,,,29.9912,,29.738095238095237,
2015-06-30,002142.SZ,2.247191011235957,2.247191011235957,-23.76,23.4864,23.4864,15.0358,,15.4102,15.596981313044578,15.0878,14.74,14.74,-11.5832,-14.1322,65.10421593668212,,2.413865098588583,,30.165001426957005,-1581.1930784761967,25.090563772768093,25.386559667402697,9.8513,9.85,9.34,9.8526,9.85,9.34,9.85,,0.589,,503.2516227982459,19.7026,,1.178,39.6055,39.43591873448023,,,,,100.01426670810699,39.6055,49.2651,,,,30.0727,,30.382266194572843,
2015-09-30,002142.SZ,2.2556390977443628,2.2556390977443628,-109.07,27.4028,27.4028,15.6016,,15.9916,16.5210108878803,16.0566,15.69,15.69,-1.2498,-109.0737,,,3.2972631685183065,,17.525350207477796,-312.53932844782224,22.73063901544331,22.416768679156146,14.682,14.65,13.86,14.6885,14.66,13.87,14.65,,0.8814,,332.2120139623493,19.576,,1.1752,37.8362,37.686026046319185,,,,,100.04764854361781,37.8362,46.9316,,,,30.385,,36.421978613473755,
2015-12-31,002142.SZ,-11.11111111111111,-11.11111111111111,-14.04,27.0856,27.0856,14.11,,14.3863,16.557321183572263,16.2927,15.26,15.26,-11.9018,-14.1189,27.10727319240468,,2.035758150535543,,32.003519863265176,-186.4309666254673,29.1219140692971,29.299465438269443,16.5485,17.68,16.29,16.4531,17.58,16.3,17.58,,1.0337,,220.45154052040235,16.5485,,1.0337,33.6489,33.33946669191745,,,,,100.03870278061137,33.6489,41.0839,,,,34.0255,,47.15443818494069,
2016-03-31,002142.SZ,15.555555555555555,15.555555555555555,11477.9444,38.0396,38.0396,11.1042,,11.1993,15.553748843107476,15.9037,15.92,15.92,-11.9838,13808.393,,,-0.23753144624347433,,31.684487066072975,1498.6286209033528,33.94417062228767,33.80952034658645,4.4024,4.92,4.79,4.4062,4.92,4.79,4.92,,0.2657,,670.8484560971409,17.6096,,1.0628,33.4746,33.44441790952411,,,,,99.99404300947161,33.4746,39.7835,,,,31.516,,58.862213220011384,
2016-06-30,002142.SZ,16.483516483516485,-9.890109890109898,141.87,33.7341,33.7341,11.4207,,11.5569,16.211467574878412,16.5316,16.4,16.4,-9.7026,141.8688,45.18904730778658,,1.5231576458448481,,29.053167107830614,219.50407973345477,26.698953351421544,26.833563668950593,8.8003,9.81,9.36,8.7918,9.81,9.35,9.81,,0.5349,,350.2694887476844,17.6006,,1.0698,34.4162,34.32536546425848,,,,,99.89215444824514,34.4162,41.0453,,,,32.6711,,54.95584540927967,
2016-09-30,002142.SZ,19.85294117647057,-8.088235294117654,1838.8889,27.0139,27.0139,14.6174,,14.5876,18.88839675747146,19.2248,19.25,19.25,-8.9415,1841.176,,,-1.6236256185121336,,30.9320513532919,110.06016955105757,26.98318254560278,27.210855762883668,13.318,14.79,13.96,13.3268,14.8,13.97,14.79,,0.8176,,253.53046633935054,17.7573,,1.0901,35.4157,35.382588265512794,,,,,100.07366859458946,35.4157,42.351,,,,32.8189,,52.09741050649262,
2016-12-30,002142.SZ,,,,,,,,,,,,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,002142.SZ,15.384615384615378,-11.538461538461538,-85.5813,5.885,5.885,18.326,,17.8452,16.126783242742267,16.204,16.63,16.63,6.3462,-85.5811,,,2.455151288025679,,9.269540981410247,-111.42679958118917,13.169959033795678,12.941730601462881,4.631,5.12,5.04,4.6519,5.14,5.07,5.12,,0.2618,,850.2191009483273,18.524,,1.0472,36.7124,36.836837537009885,,,,,100.40207757632945,36.7124,44.4578,,,,29.9043,,56.73515239367896,
2017-06-30,002142.SZ,14.634146341463413,14.634146341463413,-121.84,2.241,2.241,12.1947,,11.9158,15.160599220509694,15.1404,15.45,15.45,6.0248,-121.8407,15.668892991601505,,-0.0174306923871451,,8.597522038724495,-177.80428061370833,12.82504029683626,12.574838581823435,9.2037,10.15,9.84,9.2193,10.17,9.85,10.15,,0.5236,,403.64335946552234,18.4074,,1.0472,38.7651,38.75906270519553,,,,,100.14116894384328,38.7651,45.0413,,,,31.859,,49.435795764484304,
2017-09-29,002142.SZ,,,,,,,,,,,,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,002142.SZ,,,,,,,,,,,,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,002142.SZ,,,,,,,,,,,,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,002142.SZ,,,,,,,,,,,,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-28,002142.SZ,,,,,,,,,,,,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,002142.SZ,,,,,,,,,,,,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,002142.SZ,,,,,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,002142.SZ,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,002142.SZ,14.772727272727273,20.238095238095244,134.6727,20.3721,20.3721,27.0166,,27.2165,20.36782014901575,20.0371,20.98,20.98,-16.6616,137.4594,,,39.46607360432301,,44.035825058754035,181.01803073017467,12.15016469985361,14.13742380162137,12.0192,14.475,11.0015,12.0242,14.4825,11.0061,14.475,,0.9147,,240.37876919074043,16.0256,,1.2196,42.1716,41.93737934039966,,,,,100.1598290305864,42.1716,46.9708,,,,33.5653,,0.011330894358322704,
2019-12-31,002142.SZ,12.093023255813964,18.13725490196079,173.238,21.2617,21.2617,32.4251,,32.3577,22.906081259564967,22.5979,23.42,23.42,-1.1491,179.1277,215.19252697568575,,24.356616548052656,,24.02302861238347,188.72864683154071,17.560721766789865,18.030229312069523,15.1381,17.1,15.16,15.1712,17.14,15.19,17.1,,1.1331,,195.87013325003196,15.1381,,1.1331,39.311,39.178135781446066,,,,,100.4709127603933,39.311,43.5831,,,,34.3138,,,
2020-03-31,002142.SZ,9.230769230769221,16.393442622950815,241.1695,33.6837,33.6837,10.2123,,10.1352,17.41790414145298,18.1172,18.18,18.18,-3.902,252.5461,,,24.670662089817558,,22.913282849735513,89.68569205893208,24.026224019919262,23.94068762411134,3.8798,4.53,4.39,3.8822,4.5325,4.3925,4.53,,0.2913,,582.1841529292104,15.5192,,1.1652,36.9763,36.87122524279533,,,,,100.11447334621228,36.9763,38.6147,,,,33.679,,,
2020-06-30,002142.SZ,3.8167938931297747,6.250000000000005,8.72,23.4029,23.4029,11.0168,,10.8422,14.575769508843042,14.6041,14.67,14.67,-10.2724,16.0728,645.0092007614821,,41.49652258553886,,27.724548646887143,-137.32590427445407,25.10096050521719,25.29863154033484,7.2213,8.735,6.7089,7.2166,8.73,6.7046,8.73,,0.5582,,349.11707009428295,14.4426,,1.1164,39.5053,39.22436407115575,,,,,100.17719048496771,39.5053,41.9699,,,,33.7864,,,
2020-09-30,002142.SZ,-4.455445544554459,-4.455445544554459,42.569,18.4241,18.4241,3.4309,,3.3621,5.445887167898515,5.2175,5.18,5.18,-11.1422,-40.3825,,,13.80513034045211,,18.41110666153861,-254.63630948797848,24.876833405309064,24.36911866035692,10.4552,12.2775,9.7757,10.4557,12.2775,9.7762,12.2775,,0.7947,,223.3545700077455,13.9403,,1.0596,37.55,37.24708616582034,,,,,100.22644322029903,37.55,41.024,,,,34.8726,,,
2020-12-31,002142.SZ,0.8298755186721999,0.8298755186721999,41.14,17.1855,17.1855,7.9137,,8.1214,9.744779582366588,9.7339,9.07,9.07,-7.0958,50.6507,211.61066838046276,,12.83949357461589,,18.115024574066137,-134.01298622489227,23.893148745177342,23.45207658397061,13.7576,14.9,13.79,13.7045,14.84,13.73,14.84,,1.0281,,162.31585214786634,13.7576,,1.0281,36.8174,36.46712558682591,,,,,100.27347310847767,36.8174,40.1352,,,,37.9679,,,
2021-03-31,002142.SZ,11.267605633802827,11.267605633802827,-87.6369,21.7976,21.7976,22.0553,,22.583,18.002988047808767,18.3158,17.91,17.91,1.7569,-86.8028,,,13.077557197414059,,16.280529076454478,-212.27603583426654,19.995449322879203,19.720994943587662,3.9179,4.465,4.3675,3.9064,4.4525,4.355,4.4525,,0.283,,543.789125,15.6716,,1.132,35.8309,35.694843490095266,,,,,99.6884128529698,35.8309,38.7041,,,,34.2885,,,
2021-06-30,002142.SZ,16.176470588235293,16.176470588235293,-93.62,25.214,25.214,17.6464,,18.0721,21.091968583734484,21.3694,21.19,21.19,10.1075,-93.5961,171.36673427991886,,2.95462770015136,,10.234829391622512,54.608372721134366,22.339598042164734,21.40065762202248,7.697,8.745,7.387,7.6801,8.725,7.3707,8.725,,0.5525,,305.90369424582906,15.394,,1.105,38.207,37.96314800751429,,,,,99.81790591805766,38.207,39.438,,,,34.3419,,,
2021-09-30,002142.SZ,23.316062176165804,23.316062176165804,-164.4854,28.4756,28.4756,19.325,,19.6431,26.243069611898267,26.9364,26.65,26.65,10.5174,-164.4879,,,0.42393729232801564,,14.858417019518575,105.16415570843856,24.45185216077318,23.728279328482323,11.4043,12.915,10.8039,11.3804,12.885,10.7812,12.885,,0.8117,,202.22346895074946,15.2057,,1.0823,36.8975,36.722568033335044,,,,,99.95951143801875,36.8975,38.1012,,,,34.9555,,,
2021-12-31,002142.SZ,28.4,,,,28.24,24.34,,24.72,,29.67,,26.65,,,,,,,,,,,,16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
